question,evaluation,word_tokens,sentiment
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,excited,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,layout,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,concept,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,research,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,integrated,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,museum,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,luck,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,museum,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,solicitation,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,opinion,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,glad,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,survey,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,answer,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,questions,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,malfunctioning,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,computer,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,computee,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,questions,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,answers,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,wefe,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,survey,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,belongs,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,political,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,science,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,dept,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,feel,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,size,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,fits,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,exhibit,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,label,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,museum,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,goers,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,creating,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,signs,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,peabody,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,remember,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,crowded,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,days,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,visitors,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,clise,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,sign,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,thete,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,2,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,3,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,people,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,front,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,font,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,size,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,questions,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,hard,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,write,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,answers,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,inside,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,bars,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,read,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,written,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,found,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,question,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,noticed,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,preference,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,attention,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,yale,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,haven,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,peabody,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,valued,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,resource,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,family,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,focus,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,natural,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,evolution,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,planet,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,plants,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,animals,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,journey,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,choice,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,questions,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,box,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,field,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,add,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,text,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,explanation,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,comments,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,survey,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,wait,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,museum,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,peabody,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,precious,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,gift,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,connecticut,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,connect,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,students,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,sciences,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,survey,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,designed,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,bias,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,education,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,happy,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,chance,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,participate,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,share,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,feedback,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,excited,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,renovated,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,peabody,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,hope,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,holds,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,inspires,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,generation,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,natural,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,science,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,topics,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,yale,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,visit,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,school,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,student,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,haven,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,scenes,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,happen,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,yale,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,centered,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,survey,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,happy,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,participate,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,museum,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,person,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,hope,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,benefit,positive
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,exhibits,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,hope,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,expect,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,peabody,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,consulting,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,people,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,referenced,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,labels,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,sisters,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,namibian,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,meteorite,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,actual,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,content,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,topics,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,labels,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,prose,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,packages,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,information,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,distracting,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,difficult,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,read,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,words,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,defined,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,tenses,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,confused,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,idea,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,question,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,museum,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,honestly,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,hear,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,circles,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,stick,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,science,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,dragged,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,social,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,issues,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,injustice,negative
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,question,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,answer,NA
General 9: Do you have any comments about this survey? Comments about the content? Please leave them here. (Optional),Evaluation A,buttons,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,underneath,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,bolded,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,carnivores,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,claws,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,reread,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,understand,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,carnivores,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,claws,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,rare,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,carnivores,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hooved,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,pachyaena,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,image,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,image,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,dimitri,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,bogdanov,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,animal,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,author,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,artist,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,underneath,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,image,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,requires,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,explanation,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,reading,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,time,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,fill,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,lot,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,gaps,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whale,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,evolution,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,bit,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,confused,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,read,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,relatives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,couple,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,times,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,totally,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,understood,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,survives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,closest,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,living,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,relatives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,considered,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,confused,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whale,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,predator,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,knowing,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,history,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,confusing,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,opinion,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,found,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,questioning,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,closest,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,relatives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,ungulates,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,surprising,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,1,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,claws,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,start,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,2,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,omitted,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,3,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,confused,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,4,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,pachyaena,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,named,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,dimitri,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,bogdanov,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,confused,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,reads,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,traditional,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whale,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,surprised,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,1,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,2,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,whale,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,image,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,animals,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,inconsistent,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,typo,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,leftover,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,draft,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,ungulates,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,italics,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,clearer,positive
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,discipline,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation B,vocabulary,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,based,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,text,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hooved,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,animals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,assuming,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,parentheses,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,explain,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,answer,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,question,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,to____,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,feel,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,animals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,inclusive,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,deer,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,antelope,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,prey,NA
